Key,File,Type,UsedInMainMenu,NoTranslate,english,tchinese
armorTemLightOutfitDesc,items,Clothes,,,"[e38d23]Light Armor[-]\n\nIdeal for warm weather, but you will suffer when temperature drops.\nA standard backpack will help you carry a little more.\n\n[e38d23]Outfit Bonus:[-] Opens a few more Backpack Slots.\n\n[e38d23]Full Set Bonus:[-] More Dukes in Loot.","[e38d23]輕型護甲[-]\n\n適合溫暖天氣，但氣溫一降你就會吃苦頭。\n標準背包能幫你多帶一些東西。\n\n[e38d23]服裝加成：[-] 開啟數個額外背包欄位。\n\n[e38d23]全套加成：[-] 戰利品中的金幣更多。"
armorTemLightGlovesDesc,items,Clothes,,,"[e38d23]Light Armor[-]\n\nIdeal for warm weather, but you will suffer when temperature drops.\nYou prioritize mobility over protection.\n\n[e38d23]Gloves Bonus:[-] More damage against zombies.\n\n[e38d23]Full Set Bonus:[-] More Dukes in Loot.","[e38d23]輕型護甲[-]\n\n適合溫暖天氣，但氣溫一降你就會吃苦頭。\n你重視機動性勝過防護。\n\n[e38d23]手套加成：[-] 對喪屍造成更多傷害。\n\n[e38d23]全套加成：[-] 戰利品中的金幣更多。"
armorTemLightBootsDesc,items,Clothes,,,"[e38d23]Light Armor[-]\n\nIdeal for warm weather, but you will suffer when temperature drops.\nYou prioritize mobility over protection.\n\n[e38d23]Shoes Bonus:[-] Faster Run Speed.\n\n[e38d23]Full Set Bonus:[-] More Dukes in Loot.","[e38d23]輕型護甲[-]\n\n適合溫暖天氣，但氣溫一降你就會吃苦頭。\n你重視機動性勝過防護。\n\n[e38d23]鞋子加成：[-] 提升奔跑速度。\n\n[e38d23]全套加成：[-] 戰利品中的金幣更多。"

armorTemMediumHelmet,items,Clothes,,,"The Undecided Helmet [e38d23](MS)","猶豫男頭盔 [e38d23](MS)"
armorTemMediumOutfit,items,Clothes,,,"The Undecided Outfit [e38d23](MS)","猶豫男服裝 [e38d23](MS)"
armorTemMediumGloves,items,Clothes,,,"The Undecided Gloves [e38d23](MS)","猶豫男手套 [e38d23](MS)"
armorTemMediumBoots,items,Clothes,,,"The Undecided Boots [e38d23](MS)","猶豫男靴子 [e38d23](MS)"

armorTemMediumHelmetDesc,items,Clothes,,,"[e38d23]Medium Armor[-]\n\nYou could not decide between light and heavy, so you settled for a middle ground solution.\nIt does not excel in terms of insulation but will do well both in warm and cold environments. Sort of.\n\n[e38d23]Cap Bonus:[-] Increases loot stage.\n\n[e38d23]Full Set Bonus:[-] More Health and Stamina from Food.","[e38d23]中型護甲[-]\n\n你在輕型與重型之間拿不定主意，於是選了個折衷方案。\n它的保暖性並不出色，但在溫暖與寒冷環境都還算堪用。算是吧。\n\n[e38d23]帽子加成：[-] 提升戰利品等級。\n\n[e38d23]全套加成：[-] 從食物獲得更多生命值與耐力。"
armorTemMediumOutfitDesc,items,Clothes,,,"[e38d23]Medium Armor[-]\n\nYou could not decide between light and heavy, so you settled for a middle ground solution.\nA big backpack will help you carry a most of your garbage.\n\n[e38d23]Outfit Bonus:[-] Opens many more Backpack Slots.\n\n[e38d23]Full Set Bonus:[-] More Health and Stamina from Food.","[e38d23]中型護甲[-]\n\n你在輕型與重型之間拿不定主意，於是選了個折衷方案。\n大背包能幫你裝下大部分的破爛。\n\n[e38d23]服裝加成：[-] 開啟更多背包欄位。\n\n[e38d23]全套加成：[-] 從食物獲得更多生命值與耐力。"
armorTemMediumGlovesDesc,items,Clothes,,,"[e38d23]Medium Armor[-]\n\nYou could not decide between light and heavy, so you settled for a middle ground solution.\nIt does not excel in terms of insulation but will do well both in warm and cold environments. Sort of.\n\n[e38d23]Gloves Bonus:[-] More damage against zombies.\n\n[e38d23]Full Set Bonus:[-] More Health and Stamina from Food.","[e38d23]中型護甲[-]\n\n你在輕型與重型之間拿不定主意，於是選了個折衷方案。\n它的保暖性並不出色，但在溫暖與寒冷環境都還算堪用。算是吧。\n\n[e38d23]手套加成：[-] 對喪屍造成更多傷害。\n\n[e38d23]全套加成：[-] 從食物獲得更多生命值與耐力。"
armorTemMediumBootsDesc,items,Clothes,,,"[e38d23]Medium Armor[-]\n\nYou could not decide between light and heavy, so you settled for a middle ground solution.\nIt does not excel in terms of insulation but will do well both in warm and cold environments. Sort of.\n\n[e38d23]Boots Bonus:[-] Increases Safe Fall Distance.\n\n[e38d23]Full Set Bonus:[-] More Health and Stamina from Food.","[e38d23]中型護甲[-]\n\n你在輕型與重型之間拿不定主意，於是選了個折衷方案。\n它的保暖性並不出色，但在溫暖與寒冷環境都還算堪用。算是吧。\n\n[e38d23]靴子加成：[-] 提升安全墜落距離。\n\n[e38d23]全套加成：[-] 從食物獲得更多生命值與耐力。"

armorTemHeavyHelmet,items,Clothes,,,"The Tank Helmet [e38d23](MS)","坦克頭盔 [e38d23](MS)"
armorTemHeavyOutfit,items,Clothes,,,"The Tank Outfit [e38d23](MS)","坦克服裝 [e38d23](MS)"
armorTemHeavyGloves,items,Clothes,,,"The Tank Gloves [e38d23](MS)","坦克手套 [e38d23](MS)"
armorTemHeavyBoots,items,Clothes,,,"The Tank Boots [e38d23](MS)","坦克靴子 [e38d23](MS)"

armorTemHeavyHelmetDesc,items,Clothes,,,"[e38d23]Heavy Armor[-]\n\nYou always played the 'tank' in MMORPG and the Zombie Apocalypse is just another game.\nMany layers of heavy protective fabric will insulate you from the cold but it will cook you in warm climates.\n\n[e38d23]Helmet Bonus:[-] Stun Resistance.\n\n[e38d23]Full Set Bonus:[-] Critical Injury Resistance.","[e38d23]重型護甲[-]\n\n你在 MMORPG 裡總是當「坦克」，而喪屍末日不過是另一款遊戲罷了。\n多層厚重的防護布料能為你隔絕寒冷，但在溫暖氣候下會把你悶熟。\n\n[e38d23]頭盔加成：[-] 暈眩抗性。\n\n[e38d23]全套加成：[-] 重傷抗性。"
armorTemHeavyOutfitDesc,items,Clothes,,,"[e38d23]Heavy Armor[-]\n\nYou always played the 'tank' in MMORPG and the Zombie Apocalypse is just another game.\nA huge backpack will allow you to go full 'Loot Goblin' mode. Enjoy.\n\n[e38d23]Outfit Bonus:[-] Opens even more Backpack Slots.\n\n[e38d23]Full Set Bonus:[-] Critical Injury Resistance.","[e38d23]重型護甲[-]\n\n你在 MMORPG 裡總是當「坦克」，而喪屍末日不過是另一款遊戲罷了。\n超大背包讓你能全力進入「拾荒哥布林」模式。盡情享受吧。\n\n[e38d23]服裝加成：[-] 開啟更多背包欄位。\n\n[e38d23]全套加成：[-] 重傷抗性。"
armorTemHeavyGlovesDesc,items,Clothes,,,"[e38d23]Heavy Armor[-]\n\nYou always played the 'tank' in MMORPG and the Zombie Apocalypse is just another game.\nMany layers of heavy protective fabric will insulate you from the cold but it will cook you in warm climates.\n\n[e38d23]Gloves Bonus:[-] More damage against zombies.\n\n[e38d23]Full Set Bonus:[-] Critical Injury Resistance.","[e38d23]重型護甲[-]\n\n你在 MMORPG 裡總是當「坦克」，而喪屍末日不過是另一款遊戲罷了。\n多層厚重的防護布料能為你隔絕寒冷，但在溫暖氣候下會把你悶熟。\n\n[e38d23]手套加成：[-] 對喪屍造成更多傷害。\n\n[e38d23]全套加成：[-] 重傷抗性。"
armorTemHeavyBootsDesc,items,Clothes,,,"[e38d23]Heavy Armor[-]\n\nYou always played the 'tank' in MMORPG and the Zombie Apocalypse is just another game.\nMany layers of heavy protective fabric will insulate you from the cold but it will cook you in warm climates.\n\n[e38d23]Boots Bonus:[-] Increases Max Health.\n\n[e38d23]Full Set Bonus:[-] Critical Injury Resistance.","[e38d23]重型護甲[-]\n\n你在 MMORPG 裡總是當「坦克」，而喪屍末日不過是另一款遊戲罷了。\n多層厚重的防護布料能為你隔絕寒冷，但在溫暖氣候下會把你悶熟。\n\n[e38d23]靴子加成：[-] 提升最大生命值。\n\n[e38d23]全套加成：[-] 重傷抗性。"


buffTemLightSetBonusName,buffs,Buff,,,"Casual Guy Full Set Bonus","休閒男全套加成"
buffTemLightSetBonusDesc,buffs,Buff,,,"You live and die for the dukes. Dukes, dukes everywhere!\n\nFind {cvar(.armorRogueFSBDisplay:0)}% more cash and dukes in loot.","你為金幣而生，也為金幣而死。金幣，到處都是金幣！\n\n戰利品中找到的現金與金幣增加 {cvar(.armorRogueFSBDisplay:0)}%。"
buffTemLightSetBonusTooltip,buffs,Buff,,,"Casual Guy Full Set Bonus Active","休閒男全套加成啟動"

buffTemMediumSetBonusName,buffs,Buff,,,"The Undecided Full Set Bonus","猶豫男全套加成"
buffTemMediumSetBonusDesc,buffs,Buff,,,"As a prepper, You have trained your digestive system to get the most out of every bite.\n\nGain {cvar(.armorFarmerFSBDisplay:0)}% more health and stamina from food.","身為末日準備者，你已訓練自己的消化系統，從每一口食物中榨取最大效益。\n\n從食物獲得的生命值與耐力增加 {cvar(.armorFarmerFSBDisplay:0)}%。"
buffTemMediumSetBonusTooltip,buffs,Buff,,,"The Undecided Full Set Bonus Active","猶豫男全套加成啟動"

buffTemHeavySetBonusName,buffs,Buff,,,"The Tank Full Set Bonus","坦克全套加成"
buffTemHeavySetBonusDesc,buffs,Buff,,,"You can barely move, but you can take a beating like a champ.\n\nReduces the chance of critical injuries by {cvar(.armorPreacherFSBDisplay01:0)}% and infection chances by {cvar(.armorPreacherFSBDisplay02:0)}%.","你幾乎動彈不得，但你能像冠軍一樣硬扛痛擊。\n\n重傷機率降低 {cvar(.armorPreacherFSBDisplay01:0)}%，感染機率降低 {cvar(.armorPreacherFSBDisplay02:0)}%。"
buffTemHeavySetBonusTooltip,buffs,Buff,,,"The Tank Full Set Bonus Active","坦克全套加成啟動"
